TRANSACTION_ID,SITE_ID,PRODUCT_KEY,TRANSACTION_DATE,GRAIN,TOTAL_PRICE
TRX-226691,SI008,12,20240629,58,347420.0
TRX-626711,SI002,14,20240131,18,223020.0
TRX-926643,SI005,13,20241007,60,44940.0
TRX-220369,SI002,8,20241122,35,314650.0
TRX-191865,SI004,15,20240829,11,3839.0
TRX-794747,SI010,7,20240516,46,4738.0
TRX-111213,SI008,14,20240326,17,210630.0
TRX-601654,SI007,14,20231207,15,185850.0
TRX-508084,SI006,16,20241019,96,25872.0
TRX-538112,SI006,5,20240821,9,148050.0
TRX-804922,SI002,12,20240415,96,575040.0
TRX-127878,SI006,1,20231206,90,9630.0
TRX-416802,SI004,13,20240204,29,21721.0
TRX-587197,SI006,12,20240320,51,305490.0
TRX-767256,SI005,15,20240612,8,2792.0
TRX-140234,SI007,5,20240113,30,493500.0
TRX-599713,SI007,11,20240103,18,431820.0
TRX-314022,SI008,1,20240804,73,7811.0
TRX-113447,SI006,6,20240127,36,646200.0
TRX-743644,SI007,13,20231216,39,29211.0
TRX-691923,SI004,2,20240113,5,119950.0
TRX-532849,SI004,1,20240319,97,10379.0
TRX-485342,SI009,16,20241121,17,4581.5
TRX-353441,SI004,1,20240414,8,856.0
TRX-518241,SI007,15,20231126,29,10121.0
TRX-250129,SI008,5,20240706,22,361900.0
TRX-605996,SI003,1,20240926,96,10272.0
TRX-467513,SI007,8,20240130,6,53940.0
TRX-770945,SI008,13,20240615,60,44940.0
TRX-678632,SI005,5,20240526,67,1102150.0
TRX-119235,SI002,11,20231214,37,887630.0
TRX-169659,SI007,5,20231223,67,1102150.0
TRX-438507,SI006,15,20241020,72,25128.0
TRX-771796,SI002,8,20240717,12,107880.0
TRX-949344,SI010,10,20241010,45,139500.0
TRX-942389,SI007,6,20240204,15,269250.0
TRX-371812,SI001,14,20241031,80,991200.0
TRX-899052,SI003,4,20231230,43,386570.0
TRX-489065,SI003,12,20240830,3,17970.0
TRX-943290,SI003,1,20240121,62,6634.0
TRX-447246,SI006,17,20240320,64,556160.0
TRX-462179,SI010,13,20240307,30,22470.0
TRX-533407,SI007,14,20241022,89,1102710.0
TRX-909138,SI008,5,20240225,74,1217300.0
TRX-223862,SI006,12,20240902,27,161730.0
TRX-237935,SI007,1,20241105,22,2354.0
TRX-267529,SI002,15,20241110,12,4188.0
TRX-574994,SI009,10,20240718,43,133300.0
TRX-585617,SI009,9,20240629,49,1116710.0
TRX-955723,SI005,7,20240217,25,2575.0
TRX-294287,SI009,4,20240414,28,251720.0
TRX-365293,SI002,2,20231201,46,1103540.0
TRX-758116,SI006,12,20240127,93,557070.0
TRX-179004,SI009,4,20240319,26,233740.0
TRX-588889,SI004,1,20241120,14,1498.0
TRX-763812,SI006,4,20240811,42,377580.0
TRX-461636,SI008,1,20240403,4,428.0
TRX-334291,SI002,1,20241026,54,5778.0
TRX-874632,SI008,10,20231215,71,220100.0
TRX-789723,SI008,7,20240617,75,7725.0
TRX-683224,SI009,2,20240603,31,743690.0
TRX-680018,SI008,13,20240809,13,9737.0
TRX-118992,SI005,7,20240407,94,9682.0
TRX-138779,SI007,15,20240731,93,32457.0
TRX-620308,SI008,7,20240628,50,5150.0
TRX-318602,SI004,17,20241020,45,391050.0
TRX-546279,SI006,4,20240625,31,278690.0
TRX-623738,SI005,5,20240718,100,1645000.0
TRX-437213,SI003,7,20240218,12,1236.0
TRX-461833,SI001,10,20240222,28,86800.0
TRX-503478,SI003,2,20240123,88,2111120.0
TRX-244886,SI003,10,20240904,5,15500.0
TRX-196264,SI002,9,20240327,24,546960.0
TRX-170593,SI003,10,20240701,74,229400.0
TRX-814083,SI005,16,20240622,96,25872.0
TRX-472108,SI006,6,20240209,65,1166750.0
TRX-131779,SI008,9,20241014,71,1618090.0
TRX-592438,SI001,8,20231127,51,458490.0
TRX-405888,SI003,9,20240710,79,1800410.0
TRX-576267,SI009,12,20240409,14,83860.0
TRX-369583,SI008,7,20240826,76,7828.0
TRX-835812,SI002,4,20231205,42,377580.0
TRX-327578,SI005,13,20240612,2,1498.0
TRX-379922,SI003,5,20240615,80,1316000.0
TRX-854492,SI002,4,20240705,21,188790.0
TRX-400533,SI003,10,20240421,65,201500.0
TRX-542395,SI003,12,20240605,91,545090.0
TRX-711382,SI008,12,20240421,55,329450.0
TRX-266677,SI009,13,20240327,76,56924.0
TRX-281300,SI006,17,20241101,57,495330.0
TRX-556570,SI009,12,20241030,56,335440.0
TRX-977788,SI006,12,20240521,10,59900.0
TRX-205483,SI005,1,20240130,6,642.0
TRX-965415,SI008,3,20240612,12,263880.0
TRX-257013,SI005,5,20240813,60,987000.0
TRX-572300,SI003,10,20240205,93,288300.0
TRX-490060,SI004,14,20240927,80,991200.0
TRX-480505,SI004,14,20240505,69,854910.0
TRX-511361,SI005,7,20240217,29,2987.0
TRX-707854,SI001,10,20231228,22,68200.0
TRX-257598,SI006,13,20241002,7,5243.0
TRX-160706,SI005,16,20240130,12,3234.0
TRX-971046,SI006,15,20240715,1,349.0
TRX-578596,SI010,1,20241122,59,6313.0
TRX-668763,SI001,8,20240105,27,242730.0
TRX-381357,SI002,7,20240502,97,9991.0
TRX-581750,SI007,17,20231124,80,695200.0
TRX-960463,SI005,6,20240318,53,951350.0
TRX-603060,SI007,12,20240123,40,239600.0
TRX-635224,SI008,14,20240215,95,1177050.0
TRX-533567,SI009,1,20231222,55,5885.0
TRX-215292,SI009,3,20231214,80,1759200.0
TRX-570160,SI008,11,20231129,49,1175510.0
TRX-985902,SI007,17,20240329,54,469260.0
TRX-441616,SI003,2,20231205,37,887630.0
TRX-878288,SI008,1,20240124,81,8667.0
TRX-542480,SI001,17,20240926,25,217250.0
TRX-269553,SI006,7,20240218,91,9373.0
TRX-304496,SI003,8,20240304,36,323640.0
TRX-498120,SI006,12,20240308,46,275540.0
TRX-189848,SI005,9,20240819,15,341850.0
TRX-791641,SI007,7,20241121,65,6695.0
TRX-253758,SI001,12,20240828,19,113810.0
TRX-832429,SI006,1,20241101,72,7704.0
TRX-957240,SI004,5,20240326,87,1431150.0
TRX-227393,SI001,11,20240803,53,1271470.0
TRX-735567,SI006,16,20240805,95,25602.5
TRX-132256,SI008,10,20240804,1,3100.0
TRX-241010,SI008,17,20241024,44,382360.0
TRX-713060,SI006,3,20240807,19,417810.0
TRX-911298,SI010,16,20240322,21,5659.5
TRX-277667,SI005,2,20241005,61,1463390.0
TRX-766791,SI006,7,20241023,10,1030.0
TRX-147867,SI009,12,20240612,22,131780.0
TRX-916955,SI007,15,20240228,81,28269.0
TRX-898958,SI006,7,20240130,88,9064.0
TRX-932968,SI001,5,20240220,20,329000.0
TRX-937321,SI010,2,20240627,5,119950.0
TRX-552723,SI008,17,20240506,72,625680.0
TRX-808878,SI009,8,20240604,81,728190.0
TRX-601824,SI006,11,20241003,58,1391420.0
TRX-677500,SI004,8,20231208,33,296670.0
TRX-847613,SI008,14,20231223,26,322140.0
TRX-588586,SI001,4,20240126,76,683240.0
TRX-340312,SI009,1,20240116,29,3103.0
TRX-724440,SI001,3,20240311,56,1231440.0
TRX-353681,SI009,3,20240214,2,43980.0
TRX-688370,SI002,7,20240916,71,7313.0
TRX-269756,SI007,13,20231229,73,54677.0
TRX-225918,SI001,3,20240717,72,1583280.0
TRX-521231,SI006,10,20240124,76,235600.0
TRX-451090,SI002,14,20240104,80,991200.0
TRX-227544,SI001,1,20240629,49,5243.0
TRX-772572,SI006,10,20231208,63,195300.0
TRX-436020,SI009,7,20240223,74,7622.0
TRX-292136,SI010,13,20240301,66,49434.0
TRX-350127,SI008,16,20240715,86,23177.0
TRX-514612,SI003,14,20240830,39,483210.0
TRX-274771,SI001,9,20240526,5,113950.0
TRX-699614,SI001,13,20240112,86,64414.0
TRX-368583,SI002,11,20240702,96,2303040.0
TRX-805435,SI004,5,20240616,21,345450.0
TRX-862560,SI002,10,20240502,49,151900.0
TRX-542827,SI002,16,20240703,90,24255.0
TRX-420273,SI005,13,20240317,11,8239.0
TRX-415115,SI010,2,20240519,5,119950.0
TRX-409251,SI003,7,20240702,43,4429.0
TRX-451659,SI001,10,20241012,59,182900.0
TRX-158057,SI005,4,20240806,78,701220.0
TRX-885665,SI010,4,20240106,15,134850.0
TRX-197555,SI008,13,20240810,23,17227.0
TRX-534063,SI002,16,20240825,87,23446.5
TRX-753908,SI001,5,20240323,38,625100.0
TRX-229189,SI009,4,20231205,16,143840.0
TRX-324970,SI004,11,20240513,37,887630.0
TRX-770395,SI004,6,20240505,81,1453950.0
TRX-108163,SI001,1,20240729,86,9202.0
TRX-640132,SI006,4,20241111,21,188790.0
TRX-445745,SI003,14,20240716,87,1077930.0
TRX-664914,SI009,12,20240822,62,371380.0
TRX-364865,SI003,12,20231212,63,377370.0
TRX-937379,SI003,8,20240607,3,26970.0
TRX-660820,SI009,17,20240309,49,425810.0
TRX-630995,SI003,2,20240401,24,575760.0
TRX-208641,SI001,15,20240203,67,23383.0
TRX-259212,SI005,3,20240911,3,65970.0
TRX-449467,SI009,9,20240201,70,1595300.0
TRX-948980,SI007,2,20240424,76,1823240.0
TRX-779982,SI004,3,20231214,52,1143480.0
TRX-318191,SI002,13,20240125,30,22470.0
TRX-505700,SI007,16,20240622,77,20751.5
TRX-205237,SI008,15,20240201,70,24430.0
TRX-576671,SI010,6,20240328,31,556450.0
TRX-568359,SI007,14,20240127,95,1177050.0
TRX-927887,SI004,13,20240820,87,65163.0
TRX-157900,SI004,7,20240222,76,7828.0
TRX-474187,SI003,14,20231203,92,1139880.0
TRX-381257,SI005,17,20241027,35,304150.0
TRX-412421,SI002,17,20231202,58,504020.0
TRX-163737,SI002,3,20240116,79,1737210.0
TRX-221471,SI005,5,20240119,53,871850.0
TRX-957362,SI005,8,20240103,62,557380.0
TRX-180880,SI001,3,20231214,86,1891140.0
TRX-137278,SI006,2,20231225,1,23990.0
TRX-780779,SI001,12,20240424,4,23960.0
TRX-180362,SI007,17,20240612,14,121660.0
TRX-944505,SI002,6,20231126,31,556450.0
TRX-830511,SI001,16,20240531,68,18326.0
TRX-600476,SI008,16,20231123,91,24524.5
TRX-435277,SI009,11,20240802,99,2375010.0
TRX-355288,SI001,2,20241109,70,1679300.0
TRX-719893,SI004,4,20240310,90,809100.0
TRX-668198,SI010,9,20240513,66,1504140.0
TRX-836837,SI005,15,20241001,47,16403.0
TRX-118549,SI001,5,20240914,84,1381800.0
TRX-789584,SI010,2,20240607,7,167930.0
TRX-897190,SI007,11,20240922,91,2183090.0
TRX-873051,SI002,1,20241030,63,6741.0
TRX-529893,SI005,17,20231228,29,252010.0
TRX-767222,SI002,14,20240307,59,731010.0
TRX-303343,SI005,12,20240224,51,305490.0
TRX-740569,SI004,5,20231128,1,16450.0
TRX-849841,SI004,11,20241101,77,1847230.0
TRX-167465,SI002,3,20231205,93,2045070.0
TRX-333025,SI002,8,20240708,86,773140.0
TRX-377651,SI001,3,20240603,56,1231440.0
TRX-791871,SI006,10,20240602,41,127100.0
TRX-607133,SI008,10,20240704,43,133300.0
TRX-742677,SI007,10,20240425,17,52700.0
TRX-594268,SI010,10,20240810,69,213900.0
TRX-818809,SI007,8,20240823,51,458490.0
TRX-453618,SI002,1,20240416,1,107.0
TRX-168950,SI001,9,20240824,31,706490.0
TRX-466123,SI006,16,20231223,53,14283.5
TRX-786342,SI001,13,20240421,49,36701.0
TRX-880593,SI006,7,20240627,74,7622.0
TRX-423289,SI002,11,20240205,3,71970.0
TRX-493955,SI001,9,20240409,52,1185080.0
TRX-681032,SI010,11,20240822,92,2207080.0
TRX-806178,SI002,13,20240520,47,35203.0
TRX-865024,SI004,17,20241015,87,756030.0
TRX-713793,SI006,13,20240124,100,74900.0
TRX-397799,SI003,8,20240514,85,764150.0
TRX-157000,SI006,12,20241113,3,17970.0
TRX-944829,SI008,1,20240427,81,8667.0
TRX-997376,SI008,15,20240307,15,5235.0
TRX-611150,SI004,15,20240630,99,34551.0
TRX-195460,SI001,7,20231218,53,5459.0
TRX-925121,SI008,16,20240123,14,3773.0
TRX-244924,SI004,6,20240712,71,1274450.0
TRX-278911,SI001,12,20241015,10,59900.0
TRX-168816,SI002,8,20241118,54,485460.0
TRX-873406,SI006,7,20240318,33,3399.0
TRX-258299,SI002,1,20241005,90,9630.0
TRX-369733,SI006,11,20240924,82,1967180.0
TRX-557393,SI006,6,20240401,21,376950.0
TRX-899178,SI010,9,20231203,93,2119470.0
TRX-661053,SI002,17,20241027,45,391050.0
TRX-206148,SI001,10,20240529,33,102300.0
TRX-314339,SI004,16,20240221,29,7815.5
TRX-155342,SI008,5,20241104,98,1612100.0
TRX-619234,SI004,8,20240828,4,35960.0
TRX-115375,SI010,3,20240914,10,219900.0
TRX-663100,SI007,14,20240402,96,1189440.0
TRX-298032,SI004,12,20240722,77,461230.0
TRX-100187,SI007,6,20240908,22,394900.0
TRX-515182,SI009,7,20240107,77,7931.0
TRX-322557,SI007,7,20240211,77,7931.0
TRX-873971,SI001,12,20240707,92,551080.0
TRX-591048,SI003,3,20240527,4,87960.0
TRX-449445,SI004,14,20240220,19,235410.0
TRX-621255,SI001,10,20240623,44,136400.0
TRX-332360,SI006,6,20240223,75,1346250.0
TRX-410725,SI005,3,20240716,86,1891140.0
TRX-299389,SI001,11,20240103,39,935610.0
TRX-382646,SI003,13,20231227,59,44191.0
TRX-464297,SI006,15,20240701,11,3839.0
TRX-966697,SI003,14,20240917,74,916860.0
TRX-908734,SI002,6,20241031,76,1364200.0
TRX-480042,SI007,4,20240113,88,791120.0
TRX-410734,SI004,13,20240328,82,61418.0
TRX-571356,SI004,1,20241018,46,4922.0
TRX-624898,SI009,5,20240423,29,477050.0
TRX-675932,SI009,2,20240212,31,743690.0
TRX-386470,SI001,5,20240820,12,197400.0
TRX-596787,SI006,5,20240802,75,1233750.0
TRX-507979,SI003,10,20240409,79,244900.0
TRX-681281,SI006,2,20240520,40,959600.0
TRX-545766,SI002,15,20231129,92,32108.0
TRX-551866,SI006,16,20240507,84,22638.0
TRX-991812,SI009,7,20240805,46,4738.0
TRX-745818,SI009,1,20241023,8,856.0
TRX-116916,SI002,4,20241013,15,134850.0
TRX-779370,SI003,4,20240314,2,17980.0
TRX-133481,SI004,14,20240316,81,1003590.0
TRX-183138,SI005,2,20231203,88,2111120.0
TRX-263098,SI003,7,20240310,53,5459.0
TRX-593574,SI010,17,20240821,93,808170.0
TRX-572169,SI004,17,20240331,42,364980.0
TRX-114573,SI010,3,20240930,5,109950.0
TRX-116988,SI003,11,20241117,6,143940.0
TRX-165918,SI004,4,20240617,3,26970.0
TRX-329907,SI006,11,20240704,52,1247480.0
TRX-672560,SI008,15,20231207,47,16403.0
TRX-920750,SI005,13,20240904,94,70406.0
TRX-390551,SI001,11,20241122,71,1703290.0
TRX-568426,SI010,3,20241028,41,901590.0
TRX-133352,SI002,8,20240406,76,683240.0
TRX-892898,SI008,9,20240812,21,478590.0
TRX-793639,SI002,3,20240222,9,197910.0
TRX-752568,SI009,13,20231203,51,38199.0
TRX-281820,SI007,9,20240331,81,1845990.0
TRX-145995,SI001,3,20240820,35,769650.0
TRX-892349,SI007,1,20240807,11,1177.0
TRX-575067,SI007,5,20240405,71,1167950.0
TRX-868517,SI008,12,20241103,5,29950.0
TRX-634233,SI002,15,20240909,83,28967.0
TRX-482017,SI001,2,20240918,44,1055560.0
TRX-132732,SI001,13,20240722,30,22470.0
TRX-287035,SI006,14,20240315,40,495600.0
TRX-491234,SI003,11,20240319,61,1463390.0
TRX-595730,SI001,4,20240903,34,305660.0
TRX-900574,SI003,11,20240419,30,719700.0
TRX-951589,SI010,11,20240430,35,839650.0
TRX-352151,SI001,17,20240508,72,625680.0
TRX-379886,SI007,11,20241020,48,1151520.0
TRX-276349,SI009,8,20240608,35,314650.0
TRX-975194,SI008,10,20240201,12,37200.0
TRX-661619,SI007,10,20240103,32,99200.0
TRX-333145,SI009,8,20240718,82,737180.0
TRX-562861,SI005,9,20240919,82,1868780.0
TRX-919123,SI005,15,20240707,71,24779.0
TRX-597969,SI010,8,20241007,94,845060.0
TRX-389983,SI004,5,20231219,85,1398250.0
TRX-524369,SI009,8,20240806,57,512430.0
TRX-616016,SI007,9,20240104,46,1048340.0
TRX-403184,SI005,11,20231130,88,2111120.0
TRX-282437,SI009,10,20231213,90,279000.0
TRX-368853,SI009,10,20240519,58,179800.0
TRX-888578,SI009,12,20241026,74,443260.0
TRX-416849,SI002,13,20240220,69,51681.0
TRX-270970,SI005,12,20241111,11,65890.0
TRX-701909,SI009,16,20240320,94,25333.0
TRX-888932,SI010,4,20240825,72,647280.0
TRX-926660,SI005,11,20240618,22,527780.0
TRX-803541,SI009,1,20241010,62,6634.0
TRX-317191,SI003,15,20240703,58,20242.0
TRX-951041,SI001,7,20241009,97,9991.0
TRX-218743,SI009,13,20231215,23,17227.0
TRX-778433,SI010,8,20240217,96,863040.0
TRX-956885,SI006,17,20241024,57,495330.0
TRX-390868,SI006,9,20240521,91,2073890.0
TRX-106293,SI002,9,20240311,27,615330.0
TRX-294886,SI005,7,20240210,41,4223.0
TRX-759678,SI006,11,20240118,34,815660.0
TRX-819050,SI001,13,20240208,62,46438.0
TRX-606077,SI005,15,20241023,5,1745.0
TRX-339903,SI008,1,20240228,2,214.0
TRX-378377,SI004,13,20240603,89,66661.0
TRX-165871,SI010,2,20241002,93,2231070.0
TRX-687722,SI008,9,20240406,8,182320.0
TRX-435982,SI001,5,20241119,82,1348900.0
TRX-902187,SI006,13,20240914,62,46438.0
TRX-731668,SI009,9,20240127,63,1435770.0
TRX-753053,SI001,6,20240906,61,1094950.0
TRX-933358,SI005,5,20240721,51,838950.0
TRX-667706,SI003,6,20240105,45,807750.0
TRX-526174,SI005,16,20240728,70,18865.0
TRX-981476,SI006,11,20240722,30,719700.0
TRX-252563,SI007,6,20240621,82,1471900.0
TRX-917708,SI007,4,20240419,34,305660.0
TRX-934138,SI006,8,20240121,70,629300.0
TRX-177126,SI005,15,20240525,88,30712.0
TRX-926871,SI005,8,20240217,29,260710.0
TRX-801719,SI006,7,20240809,52,5356.0
TRX-480156,SI007,10,20240211,65,201500.0
TRX-403424,SI003,15,20240216,15,5235.0
TRX-796381,SI001,15,20240304,23,8027.0
TRX-918560,SI006,4,20240304,49,440510.0
TRX-215292,SI006,5,20240520,19,312550.0
TRX-639223,SI004,8,20240802,1,8990.0
TRX-632061,SI008,12,20240114,99,593010.0
TRX-751413,SI005,5,20240901,93,1529850.0
TRX-601074,SI010,15,20241020,68,23732.0
TRX-473952,SI005,5,20240318,6,98700.0
TRX-812986,SI002,13,20231204,71,53179.0
TRX-291984,SI001,5,20240324,59,970550.0
TRX-802475,SI006,7,20240217,59,6077.0
TRX-659443,SI004,4,20240325,22,197780.0
TRX-110666,SI010,1,20240811,47,5029.0
TRX-805946,SI009,7,20240904,43,4429.0
TRX-500659,SI008,9,20240304,84,1914360.0
TRX-951613,SI002,4,20240422,61,548390.0
TRX-198172,SI003,11,20240519,38,911620.0
TRX-784188,SI001,15,20231123,19,6631.0
TRX-257882,SI004,15,20240314,76,26524.0
TRX-600690,SI006,6,20240314,61,1094950.0
TRX-213947,SI001,8,20240309,38,341620.0
TRX-643869,SI009,14,20240511,57,706230.0
TRX-592046,SI002,1,20240828,3,321.0
TRX-130662,SI010,13,20241001,39,29211.0
TRX-926535,SI006,6,20240923,58,1041100.0
TRX-408074,SI001,5,20240104,74,1217300.0
TRX-485318,SI002,17,20241109,92,799480.0
TRX-990202,SI006,12,20240915,98,587020.0
TRX-174281,SI002,2,20231205,60,1439400.0
TRX-445158,SI004,11,20240714,37,887630.0
TRX-246773,SI005,6,20240831,56,1005200.0
TRX-198319,SI001,7,20240623,17,1751.0
TRX-824864,SI007,1,20240308,35,3745.0
TRX-115619,SI004,9,20241119,67,1526930.0
TRX-481838,SI010,8,20240126,25,224750.0
TRX-646038,SI004,8,20241118,95,854050.0
TRX-610285,SI008,7,20240801,50,5150.0
TRX-712617,SI010,3,20231221,58,1275420.0
TRX-969884,SI006,13,20240418,41,30709.0
TRX-167199,SI007,12,20240111,58,347420.0
TRX-522271,SI006,17,20241026,2,17380.0
TRX-919962,SI001,9,20240821,30,683700.0
TRX-168921,SI006,8,20240616,94,845060.0
TRX-890980,SI003,4,20240223,4,35960.0
TRX-807043,SI008,16,20240405,5,1347.5
TRX-413548,SI007,11,20240204,69,1655310.0
TRX-718217,SI003,3,20240812,12,263880.0
TRX-358613,SI010,6,20231203,24,430800.0
TRX-783508,SI008,11,20240701,94,2255060.0
TRX-169039,SI002,4,20241012,27,242730.0
TRX-819877,SI003,13,20240531,2,1498.0
TRX-895509,SI010,3,20240416,56,1231440.0
TRX-516060,SI009,15,20241002,98,34202.0
TRX-582410,SI010,17,20241002,91,790790.0
TRX-735074,SI005,5,20240910,78,1283100.0
TRX-942427,SI005,14,20231205,10,123900.0
TRX-220398,SI001,13,20240827,82,61418.0
TRX-725665,SI004,17,20240405,34,295460.0
TRX-514611,SI008,9,20240521,40,911600.0
TRX-734987,SI007,14,20240818,74,916860.0
TRX-911784,SI008,16,20240923,8,2156.0
TRX-677570,SI001,15,20240409,73,25477.0
TRX-604049,SI005,16,20241006,74,19943.0
TRX-388732,SI008,8,20240727,75,674250.0
TRX-113064,SI009,12,20240921,31,185690.0
TRX-869816,SI009,1,20241104,82,8774.0
TRX-703090,SI006,8,20240125,91,818090.0
TRX-475533,SI007,4,20240210,80,719200.0
TRX-112741,SI006,4,20240618,62,557380.0
TRX-759638,SI001,10,20241108,78,241800.0
TRX-302602,SI010,14,20240102,96,1189440.0
TRX-455327,SI007,14,20231130,23,284970.0
TRX-350226,SI002,14,20240324,60,743400.0
TRX-105080,SI002,7,20240428,53,5459.0
TRX-375951,SI002,16,20231201,39,10510.5
TRX-965435,SI002,15,20240905,20,6980.0
TRX-726349,SI007,16,20240728,14,3773.0
TRX-808488,SI009,16,20240515,40,10780.0
TRX-882929,SI009,9,20240430,67,1526930.0
TRX-607120,SI008,9,20240218,21,478590.0
TRX-121844,SI009,3,20240917,19,417810.0
TRX-365950,SI007,14,20240530,71,879690.0
TRX-877527,SI008,12,20240327,18,107820.0
TRX-521524,SI006,9,20231208,75,1709250.0
TRX-314503,SI002,7,20240321,63,6489.0
TRX-385004,SI003,1,20240912,65,6955.0
TRX-496682,SI007,6,20240102,26,466700.0
TRX-339660,SI006,17,20240613,97,842930.0
TRX-801483,SI007,3,20240719,98,2155020.0
TRX-214573,SI008,6,20231123,19,341050.0
TRX-223067,SI003,4,20240311,42,377580.0
TRX-358056,SI004,12,20231221,57,341430.0
TRX-297165,SI009,8,20240309,33,296670.0
TRX-168977,SI007,2,20240209,66,1583340.0
TRX-635185,SI007,8,20240810,15,134850.0
TRX-642999,SI006,16,20240604,58,15631.0
TRX-934003,SI008,11,20240325,59,1415410.0
TRX-987234,SI003,15,20241010,90,31410.0
TRX-870137,SI009,5,20240830,29,477050.0
TRX-677021,SI010,14,20240317,78,966420.0
TRX-196685,SI009,17,20241106,75,651750.0
TRX-940716,SI007,5,20231203,58,954100.0
TRX-593683,SI010,11,20241008,63,1511370.0
TRX-552436,SI009,15,20240305,16,5584.0
TRX-484766,SI003,16,20240110,64,17248.0
TRX-668977,SI004,11,20240117,87,2087130.0
TRX-354999,SI004,3,20240910,67,1473330.0
TRX-474296,SI008,6,20240212,43,771850.0
TRX-628197,SI007,13,20240411,42,31458.0
TRX-800500,SI009,15,20240922,74,25826.0
TRX-925329,SI005,11,20240417,82,1967180.0
TRX-309053,SI005,17,20240402,44,382360.0
TRX-174425,SI008,14,20240117,67,830130.0
TRX-115353,SI006,13,20240522,82,61418.0
TRX-277219,SI009,13,20240505,81,60669.0
TRX-705416,SI008,10,20240613,60,186000.0
TRX-933002,SI006,11,20240104,41,983590.0
TRX-739078,SI009,10,20240329,83,257300.0
TRX-857955,SI010,1,20241015,53,5671.0
TRX-182235,SI009,7,20241105,96,9888.0
TRX-590300,SI001,3,20240310,53,1165470.0
TRX-452608,SI008,14,20240206,45,557550.0
TRX-511950,SI005,4,20240307,3,26970.0
TRX-210697,SI006,16,20231206,89,23985.5
TRX-662196,SI008,2,20240506,43,1031570.0
TRX-463346,SI001,7,20240830,88,9064.0
TRX-906244,SI002,13,20240927,83,62167.0
TRX-374474,SI009,1,20231216,67,7169.0
TRX-556911,SI002,14,20240924,21,260190.0
TRX-108356,SI009,8,20240820,91,818090.0
TRX-838479,SI009,5,20240429,72,1184400.0
TRX-508726,SI001,2,20240606,72,1727280.0
TRX-241373,SI006,15,20231207,54,18846.0
TRX-899305,SI002,17,20231204,94,816860.0
TRX-748252,SI005,6,20240222,88,1579600.0
TRX-325155,SI007,5,20240319,43,707350.0
TRX-717919,SI007,11,20241014,11,263890.0
TRX-974435,SI010,8,20240722,11,98890.0
TRX-131200,SI009,17,20240424,68,590920.0
TRX-899414,SI006,17,20240927,86,747340.0
TRX-169955,SI005,8,20240623,54,485460.0
TRX-544803,SI002,4,20240424,41,368590.0
TRX-326672,SI004,2,20240118,32,767680.0
TRX-212112,SI002,13,20231212,62,46438.0
TRX-827533,SI005,10,20240615,95,294500.0
TRX-412494,SI010,16,20231227,37,9971.5
TRX-422803,SI008,8,20240727,90,809100.0
TRX-204903,SI001,16,20240304,51,13744.5
TRX-219209,SI009,12,20240822,6,35940.0
TRX-427985,SI003,12,20241022,36,215640.0
TRX-672132,SI010,7,20241109,83,8549.0
TRX-160025,SI010,15,20240214,6,2094.0
TRX-454191,SI009,5,20240711,70,1151500.0
TRX-977923,SI010,12,20241121,40,239600.0
TRX-643416,SI002,9,20240313,88,2005520.0
TRX-260375,SI008,8,20241030,34,305660.0
TRX-813495,SI005,12,20240724,64,383360.0
TRX-305387,SI005,10,20241006,18,55800.0
TRX-420507,SI008,3,20240531,94,2067060.0
TRX-991355,SI005,17,20241014,74,643060.0
TRX-397608,SI005,14,20240716,67,830130.0
TRX-821936,SI010,5,20240606,94,1546300.0
TRX-111865,SI004,8,20240621,50,449500.0
TRX-353788,SI010,8,20240131,62,557380.0
TRX-387898,SI002,16,20241118,58,15631.0
TRX-955700,SI006,10,20240928,50,155000.0
TRX-812223,SI001,12,20241102,64,383360.0
TRX-237103,SI007,13,20240506,12,8988.0
TRX-827904,SI007,7,20241023,3,309.0
TRX-835106,SI002,3,20240116,7,153930.0
TRX-845759,SI007,1,20240821,16,1712.0
TRX-953189,SI006,4,20240703,77,692230.0
TRX-203699,SI010,7,20241113,99,10197.0
TRX-142891,SI008,10,20241112,95,294500.0
TRX-355392,SI008,16,20231213,82,22099.0
TRX-252587,SI003,15,20240127,69,24081.0
TRX-607875,SI003,14,20241103,7,86730.0
TRX-310785,SI003,6,20240227,67,1202650.0
TRX-483165,SI003,16,20241009,35,9432.5
TRX-116715,SI007,12,20231228,64,383360.0
TRX-275842,SI008,9,20231130,41,934390.0
TRX-457323,SI007,6,20240218,86,1543700.0
TRX-776495,SI004,17,20241030,33,286770.0
TRX-212925,SI004,11,20241110,46,1103540.0
TRX-247839,SI007,12,20240217,24,143760.0
TRX-790210,SI007,7,20240427,19,1957.0
TRX-934009,SI007,2,20240102,31,743690.0
TRX-809479,SI007,16,20240114,41,11049.5
TRX-284105,SI005,14,20231220,65,805350.0
TRX-589187,SI006,9,20231127,79,1800410.0
TRX-809699,SI002,13,20240331,52,38948.0
TRX-808326,SI001,10,20240127,34,105400.0
TRX-713477,SI002,4,20231215,69,620310.0
TRX-182724,SI008,15,20240907,42,14658.0
TRX-383474,SI001,12,20240624,69,413310.0
TRX-831918,SI010,13,20241119,62,46438.0
TRX-550500,SI007,4,20240818,44,395560.0
TRX-854911,SI001,10,20240121,25,77500.0
TRX-670630,SI010,1,20240427,5,535.0
